岁月神偷	8.6	3792799	2010
孤堡惊情	7.4	2122766	2010
快枪手	5.1	26219893	2010
东风雨	5.4	3562446	2010
笨贼总动员	0	25805058	2010
百合奖颁奖礼	0	5128321	2010
A面B面	5.7	3426848	2010
武林外传动画版	5.6	4827532	2010
冰刀双人舞	7.3	4826768	2010
圣地额济纳	6.4	4097249	2010
情定敖木仑	7.4	10574468	2010
三笑之才子佳人	3.9	3993553	2010
拉卜楞人家	7.7	4833561	2010
夺命手机	6.2	3346995	2010
感情生活	5.3	3767411	2010
别跟狗较劲	5.3	5954078	2010
镖行天下前传之四百里加急	6.5	5355168	2010
塞上情仇	0	5423510	2010
钢琴小神童	8.6	1900840	2010
犹太女孩在上海	4.5	5374399	2010
超蛙战士之初露锋芒	4.1	3811388	2010
冷宅	0	6003239	2010
高度怀疑	7.1	3006781	2010
异度公寓	2.7	4827536	2010
非常女秘书	3.3	5423380	2010
算命	8.9	4073872	2010
不是闹着玩的	7.2	4707225	2010
手语时代	7	4827937	2010
北纬31度录像带	3.6	4822341	2010
第13届上海国际电影节开幕式	0	27079348	2010
香奈儿秘密情史	6.6	3172300	2010
和声	8.5	4861627	2010
摇摆de婚约	5.7	4707209	2010
杨雄与石秀	5.6	5341811	2010
玩具总动员3	8.8	1858711	2010
碧罗雪山	8	4833562	2010
海洋天堂	7.9	4004731	2010
电影频道传媒大奖	8.4	1297531	2010
刺水	6.6	4849954	2010
村官普发兴	7.5	4903618	2010
叶问前传	5.7	4134631	2010
椰岛民谣	0	5382892	2010
枪王之王	6.6	4133988	2010
嘻游记	3.3	4843641	2010
惊情	7.7	1293124	2010
明天是否来临	0	4888231	2010
大国手之胜者为王	7.2	1298252	2010
唐伯虎点秋香2	8.4	1306249	2010
梦回金沙城	4.6	4603376	2010
黑色闪电	6.3	4297254	2010
镖行天下前传之编外人选	6.3	5355174	2010
七小罗汉	4.9	4881121	2010
初恋红豆冰	7.6	3745292	2010
等着你回来	3.3	3851822	2010
阿黛拉的非凡冒险	6.8	3628370	2010
爱要向前冲	0	4920569	2010
大桥下	0	4930411	2010
大碌碡和他的村民们	0	5907319	2010
铁血丹心邓演达	0	6558785	2010
恋爱通告	5.9	4707230	2010
荒村公寓	3.9	3566540	2010
怪物史瑞克4	7.5	2072478	2010
龙凤店	4.8	4735944	2010
世博总动员	2.2	4903626	2010
